"path","line","category","text"
"extern\include\d3dx9effect.h","226","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX* pMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","227","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixArray)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX* pMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","228","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixPointerArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX** ppMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","229","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixPointerArray)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX** ppMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","230","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixTranspose)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX* pMatrix) PURE;"
"extern\include\d3dx9effect.h","231","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixTranspose)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX* pMatrix) PURE;"
"extern\include\d3dx9effect.h","232","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixTransposeArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX* pMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","233","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixTransposeArray)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX* pMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","234","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixTransposePointerArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX** ppMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","235","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixTransposePointerArray)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX** ppMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","236","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetString)(THIS_ D3DXHANDLE hParameter, LPCSTR pString) PURE;"
"extern\include\d3dx9effect.h","237","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetString)(THIS_ D3DXHANDLE hParameter, LPCSTR* ppString) PURE;"
"extern\include\d3dx9effect.h","238","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetTexture)(THIS_ D3DXHANDLE hParameter, LPDIRECT3DBASETEXTURE9 pTexture) PURE;"
"extern\include\d3dx9effect.h","239","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetTexture)(THIS_ D3DXHANDLE hParameter, LPDIRECT3DBASETEXTURE9 *ppTexture) PURE;"
"extern\include\d3dx9effect.h","240","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetPixelShader)(THIS_ D3DXHANDLE hParameter, LPDIRECT3DPIXELSHADER9 *ppPShader) PURE;"
"extern\include\d3dx9effect.h","241","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetVertexShader)(THIS_ D3DXHANDLE hParameter, LPDIRECT3DVERTEXSHADER9 *ppVShader) PURE;"
"extern\include\d3dx9effect.h","245","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetArrayRange)(THIS_ D3DXHANDLE hParameter, UINT uStart, UINT uEnd) PURE;"
"extern\include\d3dx9effect.h","251","E: external artifact / not included by normal D3D9-free build","// ID3DXEffectStateManager:"
"extern\include\d3dx9effect.h","257","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXEffectStateManager ID3DXEffectStateManager;"
"extern\include\d3dx9effect.h","258","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXEffectStateManager *LPD3DXEFFECTSTATEMANAGER;"
"extern\include\d3dx9effect.h","261","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXEffectStateManager,"
"extern\include\d3dx9effect.h","265","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXEffectStateManager"
"extern\include\d3dx9effect.h","267","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXEffectStateManager, IUnknown)"
"extern\include\d3dx9effect.h","305","E: external artifact / not included by normal D3D9-free build","// ID3DXEffect ///////////////////////////////////////////////////////////////"
"extern\include\d3dx9effect.h","308","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXEffect ID3DXEffect;"
"extern\include\d3dx9effect.h","309","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXEffect *LPD3DXEFFECT;"
"extern\include\d3dx9effect.h","312","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXEffect,"
"extern\include\d3dx9effect.h","316","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXEffect"
"extern\include\d3dx9effect.h","318","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXEffect, ID3DXBaseEffect)"
"extern\include\d3dx9effect.h","320","E: external artifact / not included by normal D3D9-free build","// ID3DXBaseEffect"
"extern\include\d3dx9effect.h","326","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetDesc)(THIS_ D3DXEFFECT_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","327","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetParameterDesc)(THIS_ D3DXHANDLE hParameter, D3DXPARAMETER_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","328","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetTechniqueDesc)(THIS_ D3DXHANDLE hTechnique, D3DXTECHNIQUE_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","329","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetPassDesc)(THIS_ D3DXHANDLE hPass, D3DXPASS_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","330","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetFunctionDesc)(THIS_ D3DXHANDLE hShader, D3DXFUNCTION_DESC* pDesc) PURE;"
"extern\include\d3dx9effect.h","333","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetParameter)(THIS_ D3DXHANDLE hParameter, UINT Index) PURE;"
"extern\include\d3dx9effect.h","334","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetParameterByName)(THIS_ D3DXHANDLE hParameter, LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","335","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetParameterBySemantic)(THIS_ D3DXHANDLE hParameter, LPCSTR pSemantic) PURE;"
"extern\include\d3dx9effect.h","336","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetParameterElement)(THIS_ D3DXHANDLE hParameter, UINT Index) PURE;"
"extern\include\d3dx9effect.h","337","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetTechnique)(THIS_ UINT Index) PURE;"
"extern\include\d3dx9effect.h","338","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetTechniqueByName)(THIS_ LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","339","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetPass)(THIS_ D3DXHANDLE hTechnique, UINT Index) PURE;"
"extern\include\d3dx9effect.h","340","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetPassByName)(THIS_ D3DXHANDLE hTechnique, LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","341","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetFunction)(THIS_ UINT Index) PURE;"
"extern\include\d3dx9effect.h","342","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetFunctionByName)(THIS_ LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","343","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetAnnotation)(THIS_ D3DXHANDLE hObject, UINT Index) PURE;"
"extern\include\d3dx9effect.h","344","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(D3DXHANDLE, GetAnnotationByName)(THIS_ D3DXHANDLE hObject, LPCSTR pName) PURE;"
"extern\include\d3dx9effect.h","347","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetValue)(THIS_ D3DXHANDLE hParameter, LPCVOID pData, UINT Bytes) PURE;"
"extern\include\d3dx9effect.h","348","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetValue)(THIS_ D3DXHANDLE hParameter, LPVOID pData, UINT Bytes) PURE;"
"extern\include\d3dx9effect.h","349","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetBool)(THIS_ D3DXHANDLE hParameter, BOOL b) PURE;"
"extern\include\d3dx9effect.h","350","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetBool)(THIS_ D3DXHANDLE hParameter, BOOL* pb) PURE;"
"extern\include\d3dx9effect.h","351","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetBoolArray)(THIS_ D3DXHANDLE hParameter, CONST BOOL* pb, UINT Count) PURE;"
"extern\include\d3dx9effect.h","352","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetBoolArray)(THIS_ D3DXHANDLE hParameter, BOOL* pb, UINT Count) PURE;"
"extern\include\d3dx9effect.h","353","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetInt)(THIS_ D3DXHANDLE hParameter, INT n) PURE;"
"extern\include\d3dx9effect.h","354","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetInt)(THIS_ D3DXHANDLE hParameter, INT* pn) PURE;"
"extern\include\d3dx9effect.h","355","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetIntArray)(THIS_ D3DXHANDLE hParameter, CONST INT* pn, UINT Count) PURE;"
"extern\include\d3dx9effect.h","356","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetIntArray)(THIS_ D3DXHANDLE hParameter, INT* pn, UINT Count) PURE;"
"extern\include\d3dx9effect.h","357","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetFloat)(THIS_ D3DXHANDLE hParameter, FLOAT f) PURE;"
"extern\include\d3dx9effect.h","358","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetFloat)(THIS_ D3DXHANDLE hParameter, FLOAT* pf) PURE;"
"extern\include\d3dx9effect.h","359","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetFloatArray)(THIS_ D3DXHANDLE hParameter, CONST FLOAT* pf, UINT Count) PURE;"
"extern\include\d3dx9effect.h","360","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetFloatArray)(THIS_ D3DXHANDLE hParameter, FLOAT* pf, UINT Count) PURE;"
"extern\include\d3dx9effect.h","361","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetVector)(THIS_ D3DXHANDLE hParameter, CONST D3DXVECTOR4* pVector) PURE;"
"extern\include\d3dx9effect.h","362","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetVector)(THIS_ D3DXHANDLE hParameter, D3DXVECTOR4* pVector) PURE;"
"extern\include\d3dx9effect.h","363","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetVectorArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXVECTOR4* pVector, UINT Count) PURE;"
"extern\include\d3dx9effect.h","364","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetVectorArray)(THIS_ D3DXHANDLE hParameter, D3DXVECTOR4* pVector, UINT Count) PURE;"
"extern\include\d3dx9effect.h","365","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrix)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX* pMatrix) PURE;"
"extern\include\d3dx9effect.h","366","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrix)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX* pMatrix) PURE;"
"extern\include\d3dx9effect.h","367","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX* pMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","368","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixArray)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX* pMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","369","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixPointerArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX** ppMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","370","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixPointerArray)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX** ppMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","371","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixTranspose)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX* pMatrix) PURE;"
"extern\include\d3dx9effect.h","372","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixTranspose)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX* pMatrix) PURE;"
"extern\include\d3dx9effect.h","373","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixTransposeArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX* pMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","374","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixTransposeArray)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX* pMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","375","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMatrixTransposePointerArray)(THIS_ D3DXHANDLE hParameter, CONST D3DXMATRIX** ppMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","376","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetMatrixTransposePointerArray)(THIS_ D3DXHANDLE hParameter, D3DXMATRIX** ppMatrix, UINT Count) PURE;"
"extern\include\d3dx9effect.h","377","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetString)(THIS_ D3DXHANDLE hParameter, LPCSTR pString) PURE;"
"extern\include\d3dx9effect.h","378","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetString)(THIS_ D3DXHANDLE hParameter, LPCSTR* ppString) PURE;"
"extern\include\d3dx9effect.h","379","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetTexture)(THIS_ D3DXHANDLE hParameter, LPDIRECT3DBASETEXTURE9 pTexture) PURE;"
"extern\include\d3dx9effect.h","380","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetTexture)(THIS_ D3DXHANDLE hParameter, LPDIRECT3DBASETEXTURE9 *ppTexture) PURE;"
"extern\include\d3dx9effect.h","381","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetPixelShader)(THIS_ D3DXHANDLE hParameter, LPDIRECT3DPIXELSHADER9 *ppPShader) PURE;"
"extern\include\d3dx9effect.h","382","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetVertexShader)(THIS_ D3DXHANDLE hParameter, LPDIRECT3DVERTEXSHADER9 *ppVShader) PURE;"
"extern\include\d3dx9effect.h","386","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetArrayRange)(THIS_ D3DXHANDLE hParameter, UINT uStart, UINT uEnd) PURE;"
"extern\include\d3dx9effect.h","387","E: external artifact / not included by normal D3D9-free build","// ID3DXBaseEffect"
"extern\include\d3dx9effect.h","391","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetPool)(THIS_ LPD3DXEFFECTPOOL* ppPool) PURE;"
"extern\include\d3dx9effect.h","394","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetTechnique)(THIS_ D3DXHANDLE hTechnique) PURE;"
